,cri,mas,gfz,csr,jpl,grace_mean
2003-01-31,20.974964469995616,17.40079708266607,44.738072956077424,3.6240266144329025,2.862573502240316,17.920086925082465
2003-02-28,5.263076460916533,4.041851453620448,29.32239506696346,23.966048996602005,16.67542401530346,15.853759198681184
2003-03-31,8.170356194361556,6.7179092286325695,18.02358886519689,14.507859391456321,12.84268341162942,12.052479418255352
2003-04-30,8.584773186466576,6.818880236801625,9.334481010007254,19.442988096073325,14.47295563561589,11.730815632992934
2003-05-31,2.593080993997242,1.9983079638634607,13.140678296816773,14.245609684054859,2.8063024004328616,6.95679586783304
2003-06-30,-6.96350491826792,-5.826967298148026,0.038645664007361136,-6.883067217583681,-5.554933454240649,-5.0379654448465825
2003-07-31,-19.927174311705087,-17.168351568689484,-22.778530062359053,-23.154091593366687,-14.902450075690469,-19.586119522362157
2003-08-31,-33.141243681376935,-28.813616470491105,-33.37475138735077,-21.36858667427244,-29.879127632364987,-29.315465169171244
2003-09-30,-27.57239673442974,-24.254191216987024,-24.729441135828186,-33.22732341121714,-35.715572533171844,-29.09978500632679
2003-10-31,-33.29966752260926,-29.027885370509022,-36.72518713739421,-44.293102252121635,-45.73381520593684,-37.815931497714196
2003-11-30,-11.34723599264885,-10.011487383988591,-62.63879663992278,-38.24419636284607,-41.01744033042576,-32.65183134196641
2003-12-31,12.326582442816362,10.566918236898362,14.735153730169266,-19.861478825831153,-18.980094059128813,-0.2425836950151954
2004-01-31,41.98472686028079,35.70876565523774,27.801911890953313,-2.8375000252946574,-4.385999738784288,19.65438092847858
2004-02-29,49.060149426112666,41.5474382552242,8.60667774550894,10.590677106312656,7.571390935555779,23.47526669374285
2004-03-31,20.588280898858148,17.400197890558207,20.28377495482536,19.86765961851983,19.892527905015992,19.606488253555504
2004-04-30,11.775781118519962,9.73278729649477,14.149047598726977,11.337775377251523,5.067378395492852,10.412553957297217
2004-05-31,-7.418709950808862,-6.614294357192958,-1.0806430369235684,-5.1288867569839285,-5.581604366015669,-5.164827693584997
2004-06-30,-20.233882248528968,-17.778413445519657,-24.342578407593106,-20.54273990718556,-25.12803922300555,-21.605130646366568
2004-07-31,-32.861559293096526,-28.912022548170167,-39.75659887812558,-41.03035748765983,-41.493216225217786,-36.81075088645398
2004-08-31,-31.552715893265617,-27.943952550893144,-40.76187216630947,-35.306431027419336,-55.72756798473969,-38.25850792452545
2004-09-30,-36.210856475800334,-31.408533919141117,-25.498594367395167,-50.71169570627496,-50.74024690426077,-38.91398547457447
2004-10-31,-23.479884409785594,-20.570482997637843,-41.94466438729531,-50.1491673700737,-41.677050094719554,-35.5642498519024
2004-11-30,-15.5588091219567,-13.589607970012667,-29.582859698974506,-35.414693386895685,-26.18285534332155,-24.06576510423222
2004-12-31,18.86120094106552,15.867607095596743,-14.141951316236614,-16.797356738227403,-10.976104352493271,-1.437320874059005
2005-01-31,31.382433331580717,26.68327050027022,16.13082707708907,20.045648140178397,23.557355086675354,23.55990682715875
2005-02-28,45.5587592282159,38.79816641527019,55.41734519449761,42.053929273765704,39.630393511910576,44.29171872473199
2005-03-31,46.375494998327504,39.65715824795902,42.66436030954383,49.79217895655829,43.62693443907825,44.423225390293375
2005-04-30,45.302814250192675,38.636453019476306,55.15259301988952,49.062588537731855,51.57687305924017,47.94626437730611
2005-05-31,24.79645823179112,21.145220259145468,48.50107849668036,50.81914938488132,47.75456187664532,38.60329364982872
2005-06-30,9.913368440055153,8.193839217887165,48.28606271604837,38.502677159868746,30.284695320695498,27.03612857091099
2005-07-31,-2.5429310391175823,-2.1487464852708364,18.806595013599235,20.376553838158824,8.97328215862983,8.692950697199894
2005-08-31,-9.110987744051652,-7.754336073560464,9.113952079404028,8.432654107715928,12.145078948929996,2.565272263687567
2005-09-30,-8.919096631192062,-7.966533752187313,3.0662914907409933,-17.251015333845427,-12.642347327027379,-8.742540310702235
2005-10-31,-14.90318330859402,-13.341342389400486,3.8420793934279094,-14.839851960046024,-15.395740152472632,-10.927607683417051
2005-11-30,2.8029676811308284,1.9439148646272315,-4.7466665579467255,-12.353756661403711,-16.71749740145943,-5.814207615010361
2005-12-31,43.10443215278675,36.57874344719158,12.382070570752447,1.8314908693003353,9.207351611303936,20.62081773026701
2006-01-31,42.420992593196864,35.97830382886688,38.99068094334852,39.30602507056233,34.716833388688755,38.28256716493267
2006-02-28,53.627223097931775,46.05754216606423,36.451121508178254,34.21006825792257,36.318163959432916,41.332823797905945
2006-03-31,70.78417808150304,60.87310891936497,38.2148903041051,54.48475883276016,48.71600162513286,54.61458755257322
2006-04-30,43.01968405830366,36.747488056658334,58.02173819449646,64.89119001154738,62.07521628496152,52.951063321193466
2006-05-31,30.92889919913584,26.248344703932425,40.18920874977543,50.52412128443739,40.813681308135585,37.74085104908333
2006-06-30,22.798234674328498,19.614050060599574,33.590879590250346,34.28421364428682,27.006977758319575,27.458871145556962
2006-07-31,8.194839638431784,6.990633145019264,20.428175418596908,17.72638347909667,23.478271305586325,15.363660597346188
2006-08-31,-2.5964132784757505,-2.6122291728173113,6.984688702326453,8.398234470297737,8.114980905769684,3.657852325420162
2006-09-30,-11.86181614418383,-10.566163473995692,-9.702475227018546,-1.777367838162384,-2.0686113078560076,-7.195286798243292
2006-10-31,-7.111595200450761,-6.789288021999279,-16.101709969279778,-1.4819828496801093,-6.817004952823908,-7.6603161988467665
2006-11-30,9.789681705503003,7.952487051886945,2.9085185219651706,-7.141404753608847,-3.6988678260063272,1.9620829399479889
2006-12-31,7.5446750264219995,6.088212664457907,12.415877654376297,5.090723292107744,-0.19158838331568828,6.189580050809651
2007-01-31,15.563740185032104,13.285230637846169,3.9690791749775114,6.0618369352352754,9.567407812318281,9.689458949081867
2007-02-28,29.115829075539487,24.982912320782926,13.154965989622537,14.241133252107876,17.800479303161364,19.859063988242838
2007-03-31,12.648115842181564,10.522081152957693,20.45456757782103,19.716919963884223,22.358019518199633,17.13994081100883
2007-04-30,1.8553426396513022,1.9230516613019204,15.740065132438332,15.75120697829173,10.708246426529321,9.195582567642521
2007-05-31,-7.137407520691384,-6.270329011331411,12.55127047396959,9.037761525113833,7.0040840952802155,3.037075912468169
2007-06-30,-19.935563580590177,-17.11880586087195,-12.302379723577806,-1.5185918943529921,-0.5355189657051577,-10.282172005019616
2007-07-31,-26.543024212778278,-22.692279339005857,-23.913831960260477,-15.532492612476387,-23.169907336557937,-22.370307092215786
2007-08-31,-36.588328278109785,-31.309162044251746,-23.048897527243362,-21.48974046471778,-23.40847269542381,-27.168920201949295
2007-09-30,-32.461496790628104,-28.107590062266475,-33.42926836774032,-29.639841408646276,-29.01726816445033,-30.531092958746303
2007-10-31,-26.33883746995964,-22.662121274280643,-38.42335112918057,-39.68270144472196,-40.22692589151068,-33.4667874419307
2007-11-30,-16.486824050973112,-14.032940764277695,-40.606852351597986,-36.103011713689924,-27.242845984357913,-26.894494972979327
2007-12-31,1.13198278868285,1.1768139664698203,-17.90951679486509,-17.388120077009958,-14.408398659471219,-9.47944775523872
2008-01-31,13.94189666306668,12.16631382613708,3.491189378351096,0.9222603144340353,8.966052089283446,7.897542454254467
2008-02-29,26.211056005162096,23.38895029049903,20.58759720797722,20.783965297114477,28.05296369394568,23.804906498939697
2008-03-31,15.60304336479492,13.798110255309501,30.874315609552323,35.299340894650506,33.676612509303055,25.85028452672206
2008-04-30,-1.670690007009981,-1.328980025398559,21.68546130715305,23.70764039377622,21.8321234908116,12.845111031866466
2008-05-31,-8.07902689180439,-6.910970556966218,4.0920025921407825,3.3170711549057135,3.8636284384633925,-0.7434590526521436
2008-06-30,-18.59241676027015,-15.931749708711306,-3.8154658776417536,-3.6193009947638717,-2.1911439279833274,-8.830015453874083
2008-07-31,-24.01144747784402,-20.82919697107433,-17.51894814456779,-14.208261299856847,-15.588142769303772,-18.431199332529353
2008-08-31,-32.17912758764216,-27.459926664077237,-26.85554088619595,-22.446456963739802,-19.962477342959065,-25.780705888922842
2008-09-30,-35.72016172834068,-30.360028718695162,-33.195548363022084,-31.445303755631752,-30.903247984174154,-32.324858109972766
2008-10-31,-32.12405386121085,-27.433098253958278,-37.07573526821255,-37.81961928002881,-26.94777395969122,-32.280056124620344
2008-11-30,-35.17191770298895,-30.09656179263291,-32.697295306984834,-25.630662682015853,-25.197405682170878,-29.75876863335868
2008-12-31,-23.094865743671424,-19.398936767067188,-23.735917681284263,-22.848726962513314,-24.127083631912743,-22.641106157289784
2009-01-31,-12.18022124650751,-10.062098679376051,-8.743882952034962,-13.516605497821864,1.1226027765351876,-8.67604111984104
2009-02-28,8.086705550192546,7.488668587266212,2.4547315845306903,5.5126342232906556,1.4181284566406878,4.992173680384158
2009-03-31,-2.2896412787437095,-1.410552494441794,9.647916008852455,14.43376913486131,21.537858131088242,8.383869900323301
2009-04-30,-4.390150100253618,-3.4829116445644397,3.197559348304544,10.500503934354901,7.791416609973428,2.723283629562963
2009-05-31,-13.795996272447372,-11.56633374987807,2.080942042932568,0.2910510068897162,2.115990232117715,-4.174869348077088
2009-06-30,-27.068669153059936,-22.861997922097586,0.6261286012526356,6.422123049656122,0.8738434124171743,-8.401714402366318
2009-07-31,-31.10439253377623,-26.21884710247138,-13.384903174965416,-10.887283014092107,-9.939868290013827,-18.30705882306379
2009-08-31,-39.06944118533553,-32.97926257968145,-27.457133546494756,-30.26677780304307,-18.751551225697096,-29.704833268050386
2009-09-30,-41.409009370311026,-35.33405747717845,-42.69042967040644,-33.48716565839525,-31.497791387886696,-36.883690712835566
2009-10-31,-44.27366130032991,-37.961105964454624,-36.61363882364021,-31.48309111847394,-33.03225878157353,-36.67275119769444
2009-11-30,-32.60165399286269,-27.78819156460257,-39.124822404084696,-41.411911114728376,-43.85026603758058,-36.95536902277178
2009-12-31,-18.383843636795955,-15.951927480165315,-40.40248516636853,-24.29969323362143,-28.092849203917112,-25.426159744173667
2010-01-31,5.168937870324348,4.65756889082273,-13.789420489567567,-10.329561393538508,-21.513764940962936,-7.161248012584386
2010-02-28,11.051403619387777,10.245959564526663,13.008135798876461,18.864920239452246,13.133632263980346,13.260810297244698
2010-03-31,13.787789276408505,12.102477358722574,15.809569407186766,26.526060515113873,27.568066328382116,19.158792577162767
2010-04-30,3.5262137992078664,3.172687257250749,19.151711725725765,31.627336956711613,19.747374583566216,15.44506486449244
2010-05-31,2.523250486433257,2.879726382997931,18.203945702173723,30.113481343704063,5.487806719683598,11.841642126998513
2010-06-30,-9.832499047050275,-7.6396294406706255,22.646886556553348,22.585116512047406,23.36466569713348,10.224908055602667
2010-07-31,-25.11721322548594,-20.75707164115928,-11.684892553593448,-2.0958685418289416,3.071281255359453,-11.316752941341631
2010-08-31,-32.23553065391838,-27.197691226805787,-13.176036332459546,-12.132777574226589,-20.656939718438,-21.07979510116966
2010-09-30,-34.38576163279149,-28.60446005685187,-25.104061622892424,-29.303561113094975,-29.76591953115073,-29.4327527913563
2010-10-31,-23.01761089085262,-19.02967667403487,-25.629486562150145,-30.777648611271058,-28.663383429353296,-25.4235612335324
2010-11-30,-6.299732818301416,-4.5669930305209885,-12.604289238168702,-14.43739847870521,-20.522764658450907,-11.686235644829445
2010-12-31,18.66702880076461,17.333917003644753,5.562007515084094,-0.7913580175539159,-5.141798829374952,7.125959294512919
2011-01-31,42.34455388118009,37.98192801522455,11.190535617912053,7.23026319622902,3.9606236661796372,20.54158087534507
2011-02-28,51.69270166167694,45.73021171937912,19.02427342101041,22.46477217419248,18.67381539124452,31.517154873500697
2011-03-31,44.11410765355738,38.339651514384556,45.397051863460426,50.918798881278626,48.41438607663384,45.43679919786297
2011-04-30,37.52009021050566,32.74887755019558,63.29664294202848,53.251230453139854,55.13805539621955,48.39097931041782
2011-05-31,37.23055149657661,33.346086459861944,43.89381996296462,38.38993257266247,45.25013049859503,39.622104198132135
2011-06-30,34.41802789446544,31.60366183964666,32.91429157004638,33.225157470847044,37.537927726672315,33.939813300335565
2011-07-31,17.140723766598292,16.336123852083688,24.225060082827518,29.92617923650003,30.449556696176675,23.615528726837237
2011-08-31,-11.4576462806571,-9.602614635701311,4.994254264460922,15.893536910446725,15.956047679931267,3.1567155876961004
2011-09-30,-11.895370902798733,-9.483970560924902,-3.7907671540084036,-1.0559030839389252,-5.587510117025205,-6.362704363739233
2011-10-31,-16.50934148192797,-13.53731764072298,-16.137295988150857,-8.551810623950672,-1.5461627141914698,-11.25638568978879
2011-11-30,-37.26448408315259,-30.942213173250302,-22.66214145822218,-9.97219767058618,-3.259158285891651,-20.820038934220584
2011-12-31,-42.79259283248903,-35.47679943909281,-20.709323602082616,-8.378485134117714,-9.537716109802542,-23.378983423516946
2012-01-31,-14.592734895410983,-12.009751919264854,-11.288182606298776,-5.42639020115107,-7.525218710820273,-10.16845566658919
2012-02-29,-4.422342949759639,-3.0766426280493664,16.123595392427784,1.522359785477029,3.6821242914137637,2.7658187783019144
2012-03-31,13.671149513708029,12.881441540278674,91.1732833553414,26.188560529235637,25.7999845023961,33.942883888191965
2012-04-30,11.788252202878917,11.292482772711338,96.2517007652187,35.232829544018514,35.300677055100586,37.97318846798561
2012-05-31,-6.317029540718793,-4.340070785927886,48.47220324214941,26.453952297376212,29.775806487239564,18.8089723400237
2012-06-30,-21.8881338512816,-17.670845488885174,12.439454590082054,9.068861475228472,13.501822539433025,-0.909768147084646
2012-07-31,-23.405532976900844,-19.128306652757267,14.303451863264138,-8.391744859417082,-6.761645705585587,-8.676755666279329
2012-08-31,-24.700482946459573,-20.16772058718895,-10.511201249116331,-16.299884830792635,-13.268634834211284,-16.989584889553758
2012-09-30,-40.08605982732581,-32.92565214321258,-15.737752585366954,-20.683213343082002,-11.039210535252405,-24.094377686847952
2012-10-31,-53.22548379481205,-43.866936957057824,-31.224951499331958,-31.493359263716897,-16.211801743395345,-35.20450665166281
2012-11-30,-38.639734126301256,-31.78469714856327,-30.611984000945355,-23.983819611780376,-14.687847077251222,-27.941616392968296
2012-12-31,4.319453003369444,4.0181383835747715,5.297167798523561,9.371500510080613,4.787104956038226,5.558672930317323
2013-01-31,5.583527298491693,5.704903002175098,7.878971469345648,8.327942495373733,15.072407696263305,8.513550392329895
2013-02-28,-6.395072114510152,-3.6488484645155337,-4.420714588793564,15.523719072721118,10.857087755725756,2.383234332125524
2013-03-31,-18.74707751265274,-13.63149894753136,-11.019009990003937,14.622552992655859,2.711552444780388,-5.212696202550359
2013-04-30,-25.65175448924199,-19.797501180900735,-7.703571083750682,7.8216844031524095,-0.7176879708520675,-9.209766064318613
2013-05-31,-27.709760555201306,-22.54034963112475,-1.7857666207938847,3.063455740550911,-4.115832540513245,-10.617650721416457
2013-06-30,-34.96040134576534,-28.83042411448835,-14.795935927491115,-9.081716860826887,-27.85267627830311,-23.10423090537496
2013-07-31,-38.27747389484207,-31.612727149379282,-32.834301853945014,-18.005397732032623,-23.885391443106354,-28.923058414661067
2013-08-31,-40.93055191231009,-33.968757821583615,-42.94868559688761,-20.030217824486808,-17.082501907808556,-30.992143012615333
2013-09-30,-51.10583026717577,-42.866515730812345,-45.29570863763957,-21.58312049402651,-19.8600278488051,-36.14224059569186
2013-10-31,-63.18386553756984,-53.42522816693269,-42.59678428343157,-30.64691102035062,-34.53859244195043,-44.878276290047026
2013-11-30,-44.66094035628637,-37.603954653943916,-40.08542513051472,-43.027862659445,-50.82502963253969,-43.24064248654594
2013-12-31,-48.20369008491448,-40.328732179441054,-43.96350843095932,-33.65753981038482,-39.61853607569516,-41.154401316278964
2014-01-31,-64.8053852431253,-53.41404023329515,-33.60467195112458,-38.36292193685968,-39.754463566494856,-45.988296586179914
2014-02-28,-74.89295666127337,-61.10771790317188,-18.24363500510814,-29.564935538426784,-23.3111389884379,-41.42407681928362
2014-03-31,-66.47010499254836,-54.18657594884867,-7.637321034365674,-11.001688194254246,-6.673147250295992,-29.193767484062583
2014-04-30,-40.28231140952226,-33.44111312703233,-13.387850332537763,-5.508369665249569,-16.622776022477886,-21.848484111363963
2014-05-31,-40.32388124902861,-33.45142783910738,-29.300538405337928,-20.46183668616831,-21.698772063690896,-29.047291248666625
2014-06-30,-49.82657544490995,-41.445742888556076,-32.608399738042806,-23.312983793595333,-17.735004750613047,-32.98574132314344
2014-07-31,-59.41414520951934,-49.754898434656035,-36.31799875664325,-30.587348538152224,-32.44094756969172,-41.703067701732515
2014-08-31,-68.0413562229271,-57.1947386286939,-41.28082770700327,-41.40339433322724,-51.756410361870074,-51.93534545074432
2014-09-30,-75.94060063872112,-64.08367334446342,-47.244487570473446,-47.334102519139726,-53.42867453408922,-57.60630772137738
2014-10-31,-72.44276214165151,-61.28973319003387,-60.2835630706998,-48.086692233773185,-44.429617964706146,-57.3064737201729
2014-11-30,-77.93102950616945,-65.38413691684646,-53.815840070467594,-45.87896224932906,-52.5773739316744,-59.117468534897384
2014-12-31,-82.70386806374214,-68.5336808165905,-48.22783487422764,-27.780426000889044,-41.77258498827632,-53.80367894874513
2015-01-31,-65.06212530957586,-53.153632904456856,-31.816392337106738,-15.078093995369835,-25.65836741591997,-38.15372239248585
2015-02-28,-33.60424621808302,-26.97757125330499,-2.2697483748034624,-16.863983288837172,-19.23060680389346,-19.78923118778442
2015-03-31,-47.38917904512932,-39.45503656402801,-12.48038903071134,-8.925255709011134,-5.990666382436844,-22.848105346263328
2015-04-30,-54.732242518010224,-45.62882760647067,-68.79932039545812,-70.50337526678639,-56.02008935326924,-59.13677102799893
2015-05-31,-62.67963006530365,-52.74459923944626,-68.96898924745383,-73.95818551340219,-75.60940936874627,-66.79216268687044
2015-06-30,-67.62156660778436,-57.2330594365853,-42.23047957031572,-42.75716804268971,-64.97407711722198,-54.963270154919414
2015-07-31,-67.11026650259869,-56.492805908824984,-41.86686786030698,-38.70407702323198,-56.99850303594643,-52.23450406618182
2015-08-31,-80.94823380646937,-68.5270842451499,-54.62650290744094,-51.05052434037159,-55.59385169247434,-62.149239398381226
2015-09-30,-81.0366449060255,-69.10367102784105,-57.45670761349783,-55.16378884902581,-55.56839739303047,-63.66584195788414
2015-10-31,-68.03466275537812,-58.359212108747165,-57.84410815470818,-51.47682212606406,-49.82824392783958,-57.10860981454742
2015-11-30,-54.647153617564726,-46.7352667215079,-54.80275427458657,-43.607183413574376,-43.41405201255049,-48.641282007956804
2015-12-31,-52.37792232898895,-43.64091487811942,-42.960626015367616,-33.81202614955469,-44.027707662187765,-43.36383940684369
2016-01-31,-50.60253204042033,-40.649600899785135,-21.471259043378893,-21.64029756138357,-48.742649498351156,-36.621267808663816
2016-02-29,-2.8992378902289024,-0.7657192170511089,-5.5021027790756225,-1.8909203961130066,-27.077348142161757,-7.6270656849260785
2016-03-31,-4.805399167436509,-2.4828999298703693,-1.3997678695495521,6.8139565801148345,3.6224650351177727,0.3496709296752353
2016-04-30,-45.66749257081122,-36.78114534408269,-11.613266599204392,-13.661332186751917,11.319946411796995,-19.280658057810644
2016-05-31,-72.89651816679002,-60.17305458511057,-19.209511555547593,-30.474619961261066,-6.525725586392529,-37.855885971020356
2016-06-30,-56.179952170933184,-47.33096666256389,-16.92987446582778,-23.528898654523797,-39.68769060071217,-36.73147651091217
2016-07-31,-48.67850624171937,-41.55537953919653,-41.78685758634036,-45.959639198424156,-58.85465838671703,-47.36700819047949
2016-08-31,-51.659225331917455,-43.83212820159068,-71.34121853266157,-50.36536886754141,-44.58803754498399,-52.35719569573903
2016-09-30,-49.63001508898616,-41.6089687475392,-70.97251469070963,-50.82727476147418,-42.44622629994032,-51.096999917729896
2016-10-31,-41.31319678530668,-34.168606425911555,-39.86429625970053,-48.997293090318266,-50.14136888455361,-42.89695228915812
2016-11-30,-29.646040314009763,-24.3713844954694,12.325459378517161,-36.79312506131916,-48.649476791037344,-25.426913456663705
2016-12-31,-10.833424647734885,-8.514352819871332,59.98097600701125,-4.2187900370039735,-23.097701911053566,2.6633413182694996
2017-01-31,24.8420038348267,23.547997441205265,-12.029183116530744,60.4210698640232,23.69520685662125,24.095418976029134
2017-02-28,42.88005117871868,39.0829136562445,,,,40.98148241748159
2017-03-31,40.50663130146534,36.49094450283626,,,,38.498787902150795
2017-04-30,27.64638942671393,25.87368879894131,,,,26.76003911282762
2017-05-31,49.613040493980705,44.98339320106554,,,,47.29821684752312
2017-06-30,,,,,,
2017-07-31,,,,,,
2017-08-31,,,,,,
2017-09-30,,,,,,
2017-10-31,,,,,,
2017-11-30,,,,,,
2017-12-31,,,,,,
